user_id,friend_id
40,564
363,136
910,375
501,271
584,545
371,610
486,458
822,20
26,135
355,361
847,497
880,198
555,866
618,656
40,545
197,358
222,447
624,190
166,371
628,245
363,285
646,44
790,900
88,881
484,668
77,768
614,741
915,265
387,723
397,750
117,71
88,580
783,657
75,705
712,584
783,98
165,115
726,711
274,842
849,250
364,886
255,327
640,358
758,279
171,1
724,576
83,368
887,19
799,726
740,298
798,582
389,215
134,431
454,181
159,731
483,305
408,924
487,330
529,283
183,429
778,299
773,493
264,575
167,305
739,263
584,561
90,938
302,965
412,732
770,68
261,843
617,248
934,845
723,418
750,897
571,608
64,263
267,970
887,653
691,244
758,306
124,614
89,361
940,559
919,181
476,295
421,188
474,758
376,138
635,553
229,122
836,846
131,376
720,632
268,651
805,625
519,475
808,710
238,199
978,694
94,126
67,190
670,605
925,321
286,651
75,679
594,721
747,343
956,849
15,396
707,517
666,401
445,767
224,927
184,674
902,611
418,94
831,931
17,987
151,165
312,401
174,909
880,971
192,270
254,963
947,357
33,494
91,474
565,943
986,674
299,123
306,986
495,651
308,357
853,595
790,918
566,900
131,859
541,70
775,720
596,20
571,735
869,661
796,456
524,557
535,817
41,82
235,429
554,167
431,23
947,556
892,387
190,413
796,98
210,159
516,33
207,243
297,735
978,887
850,224
579,267
875,696
830,217
825,319
246,555
19,859
188,33
107,152
150,669
243,780
500,880
745,887
75,56
163,553
908,296
581,16
383,10
945,651
674,501
658,928
378,352
131,45
961,137
773,23
457,799
449,489
535,880
537,308
443,398
727,439
929,953
593,563
338,122
668,343
541,168
249,888
541,447
165,377
431,176
634,487
724,852
434,231
233,865
206,221
188,23
995,706
396,303
384,232
574,75
126,848
169,338
968,746
775,950
651,110
994,495
181,853
191,7
626,905
832,299
463,681
606,756
900,467
446,348
987,640
820,103
162,632
94,884
422,237
868,811
456,963
421,865
698,971
609,819
220,275
318,152
633,691
916,690
40,846
81,133
409,393
189,705
206,358
813,825
716,316
348,306
810,938
71,140
940,820
87,47
733,934
48,839
1000,95
624,863
536,806
781,567
569,532
874,882
734,483
334,973
647,659
44,945
408,286
721,428
228,710
221,753
812,365
271,854
240,908
72,533
917,105
345,958
685,607
356,523
612,137
308,528
472,335
964,352
836,493
34,836
131,631
592,68
107,901
370,187
839,762
745,264
538,561
797,593
643,589
733,981
752,53
682,431
317,401
535,510
831,67
687,4
904,990
595,29
491,853
502,203
180,23
62,317
711,798
572,810
469,608
974,741
189,595
714,614
415,611
505,140
306,234
271,887
750,613
71,354
464,416
576,564
102,819
843,900
380,138
95,589
260,520
370,780
678,245
773,130
243,218
88,913
823,719
913,841
416,38
990,148
567,716
854,74
746,233
615,790
492,988
250,327
319,970
82,210
212,454
80,142
74,666
663,426
924,799
751,52
211,302
488,105
849,23
548,832
812,261
488,14
776,83
990,106
803,551
858,633
232,151
962,416
364,871
82,188
141,203
153,184
911,414
574,960
948,16
857,256
878,103
231,959
679,228
658,488
280,251
272,87
832,179
324,905
287,606
775,823
216,406
655,904
432,960
603,167
728,470
463,232
635,131
470,831
656,639
521,538
687,742
30,149
874,198
6,874
819,154
996,684
61,290
694,420
884,63
156,254
822,44
149,191
854,324
369,604
377,264
677,173
998,206
801,894
589,74
575,647
703,58
922,825
397,326
629,126
115,515
550,948
10,750
782,803
741,327
371,924
293,48
34,536
157,124
230,181
575,404
408,88
761,976
791,897
329,492
375,628
654,34
800,750
660,333
780,995
878,536
243,287
919,545
684,677
473,376
900,474
790,590
528,934
562,440
176,360
546,857
842,433
428,968
158,817
679,915
991,977
153,408
441,35
868,368
578,334
917,311
681,444
564,380
959,825
361,874
590,776
685,517
965,898
897,615
47,624
310,140
756,239
943,231
272,497
346,66
285,395
398,811
553,530
398,222
458,930
109,425
264,48
199,341
811,601
676,132
794,572
776,46
568,669
304,201
950,336
554,960
616,623
792,496
488,942
133,708
346,586
113,272
668,253
358,935
903,795
668,895
7,787
38,851
151,45
48,916
133,67
415,14
714,910
318,538
112,277
289,222
111,930
782,360
442,234
659,878
497,774
211,680
251,115
923,461
182,657
765,352
436,266
784,415
674,832
806,242
542,693
351,345
873,87
332,545
382,9
364,425
429,120
591,669
834,702
375,876
583,986
299,645
56,307
731,292
253,572
229,347
726,201
2,78
187,667
801,951
522,223
844,843
522,391
941,407
605,515
306,215
751,215
722,222
187,92
605,584
592,723
166,357
133,931
419,603
465,795
263,960
331,184
639,68
427,459
185,144
717,608
414,115
118,111
136,499
942,9
659,354
194,415
597,67
136,616
892,757
311,695
876,708
903,432
782,349
638,388
599,373
938,159
850,336
822,488
16,647
13,802
3,299
402,141
288,252
208,780
644,404
162,325
56,562
101,311
368,556
657,5
573,370
608,709
714,213
922,140
866,561
398,856
782,479
180,584
211,715
746,731
121,179
574,697
574,591
438,871
778,281
743,436
320,910
726,379
574,387
806,420
764,150
550,884
635,742
671,786
372,935
80,323
123,334
686,176
62,747
773,262
874,184
985,48
50,11
302,818
491,48
70,53
986,201
5,445
555,33
511,707
152,669
148,746
878,220
504,212
137,268
505,420
110,880
482,489
378,858
969,297
282,671
778,797
335,70
115,334
813,531
326,274
996,23
461,636
106,797
414,247
216,720
150,478
942,259
821,50
867,125
616,673
140,973
370,545
373,965
519,220
66,504
746,136
599,215
83,575
75,571
682,178
808,600
574,102
635,661
711,750
267,219
469,705
503,458
254,891
681,792
617,92
131,607
376,184
728,370
242,568
279,751
144,534
291,862
120,573
154,366
945,235
379,691
512,850
693,156
449,534
752,355
395,544
56,663
192,262
188,626
957,345
416,768
362,673
586,987
245,517
945,755
12,786
732,389
463,728
92,219
643,137
559,161
18,482
522,176
920,558
805,565
253,998
96,707
437,196
175,476
495,116
224,315
749,949
847,128
826,720
736,45
391,213
723,966
309,821
301,101
520,950
847,727
536,179
450,990
39,400
345,897
891,725
677,538
389,899
919,998
554,976
966,525
885,693
987,473
377,67
398,709
497,503
879,188
692,313
664,629
101,720
815,29
904,298
598,328
965,521
944,121
646,204
589,326
28,77
58,631
488,695
324,111
82,114
67,593
99,420
562,10
764,972
996,380
407,97
406,387
231,88
187,520
362,777
778,101
581,666
197,949
352,320
405,58
376,514
228,740
602,911
557,284
52,766
730,131
563,256
304,153
738,357
154,927
904,140
44,906
498,943
234,565
576,569
970,114
67,957
106,125
750,712
494,12
978,57
969,781
466,862
923,134
203,110
612,136
900,458
621,952
266,877
496,403
407,288
870,50
139,935
51,294
859,208
658,746
816,659
657,531
84,473
952,801
311,676
565,622
871,992
830,720
119,122
716,666
119,958
731,151
605,28
295,554
220,435
819,540
934,339
826,820
578,180
255,214
8,572
962,499
284,78
748,463
231,980
724,320
808,828
103,898
758,888
945,842
182,355
834,224
992,499
948,315
116,6
256,216
100,448
33,584
5,277
888,448
316,863
209,115
806,123
492,507
255,958
665,981
390,308
946,434
412,869
474,264
884,296
376,594
906,943
808,816
297,612
157,900
124,820
13,151
246,814
937,736
872,500
117,836
452,84
270,326
620,877
880,680
868,255
185,122
872,314
562,328
961,20
210,609
368,581
579,650
504,522
365,843
907,213
986,941
717,438
856,326
811,722
928,564
554,117
742,359
127,253
397,305
533,486
495,827
623,856
262,485
639,858
339,817
39,240
340,686
982,137
323,954
539,953
648,526
236,737
561,820
29,353
237,603
460,974
90,293
11,392
561,197
470,850
149,237
785,571
370,156
781,981
486,385
713,829
461,77
920,943
322,683
302,725
681,252
570,637
59,183
718,112
419,934
667,762
166,825
775,109
187,506
172,874
709,403
645,650
970,306
960,694
984,449
58,905
944,882
365,2
54,841
819,902
219,800
274,372
940,646
371,330
781,481
574,188
964,761
853,597
799,772
248,596
237,411
778,460
611,95
282,411
900,998
760,319
571,877
912,802
301,799
726,417
218,22
665,1000
446,448
786,594
242,921
477,786
361,575
818,925
966,548
971,173
586,319
63,959
680,69
941,914
853,952
661,773
853,1
733,25
300,155
403,13
310,381
345,332
79,634
393,144
379,198
932,888
2,32
570,206
855,332
154,304
588,741
575,161
781,754
55,52
95,490
285,980
474,539
8,64
5,869
146,758
83,18
832,799
903,926
170,17
282,183
305,59
78,424
553,854
412,834
204,241
598,613
541,8
139,294
90,822
756,608
130,54
653,832
222,91
730,827
74,383
18,889
250,394
551,892
105,767
940,187
151,290
292,718
424,615
691,603
30,864
786,211
320,615
950,825
47,421
251,41
158,670
335,208
882,710
185,747
596,340
746,4
383,776
18,164
151,482
423,694
81,780
68,244
632,820
756,561
719,590
438,117
384,810
730,429
974,754
783,222
137,274
187,204
341,251
818,231
205,36
48,357
711,762
241,422
444,84
867,311
392,469
139,854
307,808
329,925
204,535
977,927
472,951
829,490
641,706
863,595
619,674
617,299
728,660
62,930
1000,411
98,804
257,867
118,236
573,70
549,773
175,904
788,169
831,175
597,352
847,607
810,776
511,384
377,454
938,773
168,314
867,913
613,173
842,674
602,339
253,613
377,978
63,241
543,326
522,658
457,435
799,860
577,104
550,996
523,772
172,582
808,198
177,249
522,742
973,620
660,33
930,831
932,894
3,44
282,132
527,37
991,315
65,933
24,622
921,621
96,388
9,529
984,233
395,575
887,525
207,243
71,363
28,316
814,237
326,101
637,96
789,539
84,792
619,52
701,562
66,159
845,834
254,888
978,264
474,438
690,85
43,920
733,720
527,238
173,347
163,919
761,216
438,869
680,299
327,160
648,361
921,407
664,193
461,249
717,779
491,841
300,435
749,837
994,574
854,954
106,779
748,948
660,134
86,821
655,298
103,307
149,715
89,173
548,511
419,769
544,142
775,459
100,645
277,677
511,601
245,660
724,260
567,294
150,224
788,743
655,731
914,805
245,55
248,581
71,271
922,781
752,40
757,589
27,229
973,832
88,751
615,783
382,317
222,367
728,568
578,242
295,179
743,402
734,348
448,721
945,738
589,967
289,592
961,551
261,121
109,101
826,455
153,714
80,918
748,883
303,800
821,296
467,826
467,335
638,88
393,802
670,813
416,496
980,373
942,469
216,901
39,865
189,771
988,382
66,652
507,455
301,399
68,639
199,737
566,852
351,26
422,182
139,191
899,677
899,337
102,834
910,92
258,729
130,249
633,415
497,799
237,146
423,338
754,446
144,996
955,922
299,485
896,673
774,531
797,584
523,968
400,859
814,48
822,219
524,930
736,701
447,234
145,527
346,145
535,978
276,157
214,790
29,367
819,147
427,476
104,831
625,144
76,816
285,675
677,881
892,569
824,678
700,468
739,442
838,276
832,312
78,17
657,615
509,935
502,302
7,525
579,928
885,424
576,282
589,528
711,791
785,506
379,280
552,119
330,602
994,975
287,605
646,797
177,170
181,170
91,170
843,57
465,391
415,88
793,103
707,505
295,485
638,682
631,309
766,374
36,846
557,606
969,507
47,703
748,818
547,364
38,365
764,403
158,500
967,957
308,90
730,982
878,144
676,208
677,771
745,790
893,203
188,607
594,528
308,129
337,148
755,969
575,821
802,318
191,980
203,375
255,391
840,600
778,43
360,549
264,65
633,47
643,783
154,511
25,703
80,913
851,77
154,937
831,840
210,145
412,467
695,861
62,245
235,338
225,555
307,328
952,426
678,91
263,953
338,165
648,922
193,740
958,252
599,500
413,832
3,988
170,807
307,211
371,182
84,509
138,747
718,523
713,897
139,198
588,700
733,182
741,234
339,62
825,242
924,959
704,104
844,508
373,623
28,616
717,391
114,163
179,67
817,529
692,689
227,105
783,816
356,119
960,673
77,73
117,1000
759,40
882,745
509,778
613,999
535,69
752,140
579,24
650,614
398,6
265,994
678,17
417,303
655,566
23,687
319,411
441,318
428,699
346,990
630,593
786,149
174,956
672,288
270,293
440,141
308,394
467,45
182,522
101,700
548,343
767,599
596,518
390,439
117,362
979,965
787,649
797,612
718,61
565,969
52,682
48,414
591,117
979,716
937,797
323,856
320,342
249,117
94,580
798,243
91,169
985,316
604,478
220,966
21,553
209,699
922,904
459,61
296,389
971,309
268,114
665,949
617,83
492,287
271,110
534,781
470,869
29,977
615,860
551,560
345,745
925,712
425,936
967,958
621,333
250,903
768,506
980,373
346,878
903,366
278,532
481,225
8,401
108,907
402,61
689,341
184,601
725,648
359,346
819,955
361,543
88,25
808,389
96,612
935,33
463,597
696,996
832,894
90,827
541,433
96,883
300,163
847,384
240,91
965,20
995,96
861,477
869,444
492,781
555,125
227,515
62,173
489,882
462,602
892,496
419,612
498,413
866,961
311,105
899,547
340,469
231,990
624,26
254,225
189,932
968,748
882,844
382,722
129,668
632,687
812,276
285,366
423,488
502,862
195,854
318,450
856,692
23,905
565,522
715,247
433,402
123,467
918,526
59,626
1,927
236,367
794,251
842,277
78,432
976,241
80,782
361,577
750,616
641,202
955,913
617,289
577,609
516,813
151,110
684,856
47,104
132,493
135,7
903,432
260,682
715,928
236,481
892,694
614,738
123,258
268,578
130,8
528,836
136,492
474,477
720,178
679,144
72,690
706,278
807,932
61,927
101,257
29,306
522,980
628,78
647,787
413,453
634,239
607,413
615,84
647,591
516,126
563,698
75,532
662,641
509,833
546,331
162,365
837,1000
354,943
115,414
772,318
758,317
412,428
109,952
405,893
130,93
208,798
157,375
815,863
901,795
325,217
962,251
876,742
287,607
665,391
337,959
863,526
37,268
662,965
641,280
650,93
127,59
32,194
157,455
786,660
466,166
416,88
318,803
961,513
605,783
484,306
647,769
166,695
822,155
378,450
905,224
927,930
570,562
682,122
29,249
100,732
372,120
60,825
320,396
466,971
18,291
897,528
838,516
828,563
804,937
354,371
309,733
297,844
433,128
351,343
656,253
125,691
296,491
28,311
782,308
795,302
540,561
726,970
287,794
458,281
380,4
675,496
401,548
538,238
620,696
76,266
699,711
294,470
203,597
45,836
722,694
805,759
756,27
276,636
977,300
379,436
470,875
447,239
904,107
542,68
541,15
427,69
908,535
443,780
39,3
78,507
184,598
271,109
541,983
49,817
48,787
685,812
552,273
307,860
308,297
487,324
370,325
752,589
587,256
137,431
76,446
37,991
884,510
503,245
708,601
171,303
333,469
127,924
305,189
974,146
740,57
897,281
171,295
143,846
380,412
393,760
921,659
837,63
923,945
130,80
581,869
833,736
984,668
154,756
594,803
885,833
260,342
210,252
902,848
155,147
896,495
228,552
405,525
754,611
150,440
494,632
862,481
3,332
574,544
122,64
843,851
682,200
185,902
380,423
209,303
739,886
380,321
417,28
634,636
739,224
757,279
169,840
537,721
762,177
949,377
412,616
214,425
414,288
291,404
928,69
463,657
321,92
732,876
95,348
473,162
57,849
260,273
7,995
493,155
945,949
363,409
802,879
920,478
288,199
375,854
365,740
589,742
361,695
32,102
830,929
789,562
174,759
761,920
534,907
478,996
439,549
586,173
143,976
581,134
993,984
68,483
970,645
591,206
565,56
958,636
419,846
373,952
364,451
401,661
753,187
904,331
483,388
780,412
536,329
447,251
447,881
578,793
756,185
193,555
370,644
273,389
725,942
587,578
943,445
132,546
22,628
40,315
710,890
491,987
72,562
372,494
131,851
341,848
567,531
663,521
532,775
264,500
862,403
97,752
576,263
462,648
123,257
939,197
706,759
202,809
287,907
60,679
587,879
909,864
728,172
949,735
657,437
853,572
828,901
616,564
539,764
845,863
204,863
270,759
190,603
297,871
489,658
711,290
653,181
809,286
301,694
964,997
682,717
164,318
245,133
670,193
476,112
722,524
824,82
456,961
726,751
214,295
372,677
524,200
143,172
599,865
901,702
762,635
686,985
165,159
567,406
675,557
805,918
7,32
242,179
353,718
126,230
781,374
340,381
323,527
578,2
363,860
212,839
92,353
615,917
655,47
968,193
85,783
4,675
505,883
975,316
27,95
956,490
597,991
919,40
53,514
896,769
446,319
193,615
374,204
764,267
364,285
857,346
313,190
600,619
952,665
27,236
478,295
232,447
314,477
239,603
60,846
543,142
718,546
899,640
433,541
146,21
149,860
28,950
890,612
571,841
61,112
450,114
472,40
710,136
867,318
927,695
329,487
190,312
132,221
492,246
222,645
452,348
955,546
24,251
933,419
625,794
536,605
369,763
441,256
392,179
580,445
436,837
588,901
836,695
506,603
825,11
319,172
583,489
213,787
532,680
736,118
775,678
942,312
355,273
24,623
317,928
874,842
109,107
959,207
295,944
46,658
943,420
837,61
286,96
595,344
318,155
324,775
984,558
408,420
686,374
540,420
900,49
748,903
516,204
612,276
24,254
950,124
827,750
598,722
841,81
815,36
416,20
178,511
904,241
257,851
506,903
455,95
622,152
931,371
398,627
545,662
619,270
310,935
894,187
886,383
381,965
571,180
519,330
342,462
30,822
907,208
902,34
2,739
545,765
615,275
302,152
496,810
123,871
661,648
86,611
955,840
418,188
213,215
740,713
909,663
231,846
64,856
909,34
184,300
974,850
556,126
90,388
609,814
692,125
882,481
33,667
174,924
749,896
549,628
549,25
243,298
137,684
125,744
67,326
949,903
521,729
75,400
26,616
594,886
133,70
816,866
726,627
318,337
53,191
71,111
591,992
287,411
841,352
206,330
112,61
510,869
123,785
919,413
524,513
201,807
379,844
928,187
238,695
172,557
266,254
993,113
744,102
464,709
415,175
515,480
586,577
777,206
944,526
320,180
589,616
765,295
536,793
173,799
518,473
559,866
933,901
898,857
701,308
893,314
407,714
401,720
495,102
329,977
32,258
223,753
710,768
196,909
231,505
856,685
377,83
584,505
188,534
499,154
481,725
714,769
299,109
477,901
138,895
951,572
178,753
230,999
439,17
96,405
671,1000
345,358
607,123
560,645
280,494
725,656
199,397
855,554
143,983
288,384
839,282
594,641
277,266
71,130
487,597
870,32
828,980
451,11
36,218
546,268
414,648
522,416
912,587
663,164
236,545
722,721
303,439
583,732
127,541
632,182
566,926
366,161
52,129
669,551
906,10
311,511
297,452
830,227
133,755
5,638
309,745
502,21
839,61
372,1000
164,999
227,2
989,146
794,211
195,19
47,261
786,514
781,36
983,327
442,486
288,886
422,511
85,4
188,381
406,778
547,737
141,591
549,121
425,834
962,446
357,56
359,571
160,38
73,811
688,678
54,421
859,991
395,756
202,417
301,923
86,164
88,405
949,614
110,966
355,995
142,982
806,242
598,507
709,688
351,274
163,714
702,66
206,780
497,853
402,64
209,283
540,4
406,137
225,221
497,273
429,382
680,839
768,595
224,692
825,22
287,295
40,608
583,147
260,360
299,939
565,228
548,261
128,104
248,832
626,729
200,166
476,995
843,492
775,797
643,100
53,667
295,331
687,740
929,105
61,639
815,418
755,662
269,228
28,381
59,637
930,872
139,549
346,448
721,695
72,189
725,216
58,585
509,16
964,945
74,162
257,496
80,106
593,404
381,803
454,103
76,110
981,631
426,638
490,51
134,677
441,575
853,912
981,500
324,262
359,516
135,876
423,443
256,284
862,75
951,419
894,534
513,63
14,569
841,774
314,147
662,43
444,691
23,215
642,530
141,681
733,58
440,7
632,239
104,209
17,413
138,807
646,352
765,712
469,487
914,594
932,227
685,684
657,324
383,494
484,233
534,616
753,285
422,26
103,247
718,704
794,749
300,639
496,635
785,164
409,1
913,615
980,206
146,920
717,665
815,2
555,145
979,708
329,309
576,793
505,946
656,620
425,405
34,109
106,228
230,429
468,533
67,673
297,101
778,282
692,287
70,858
325,68
717,330
483,389
569,63
300,325
689,98
867,254
593,386
76,959
815,275
879,348
44,163
699,383
693,687
610,470
703,302
189,110
355,220
11,234
722,701
672,609
627,394
250,620
888,196
607,217
44,58
883,837
965,470
76,368
535,397
925,842
433,377
347,781
629,647
207,753
851,105
792,401
308,42
867,975
884,258
283,69
888,182
25,480
123,507
252,698
891,684
267,246
371,740
363,502
437,120
484,749
7,885
526,490
833,207
217,60
967,100
734,867
408,12
524,770
542,163
851,143
136,348
607,126
239,444
741,40
121,67
412,540
137,565
571,81
288,58
355,451
160,302
102,657
44,349
92,307
656,499
638,801
281,956
994,319
371,884
214,685
280,1
137,612
339,529
226,285
107,559
550,617
579,156
866,904
97,957
16,455
204,760
182,113
28,274
622,221
315,395
317,700
757,735
997,998
543,540
32,824
3,932
537,115
208,369
103,476
506,38
478,480
737,369
61,978
486,13
588,917
671,276
336,310
176,777
879,579
141,17
686,260
796,750
864,456
492,37
115,307
450,436
501,39
202,298
414,29
189,311
115,510
752,56
15,990
409,945
98,38
791,323
646,371
819,206
561,748
14,225
397,722
719,944
632,846
942,578
781,504
60,631
225,623
849,478
931,625
945,282
459,724
353,849
544,273
84,508
677,279
249,762
311,798
169,101
484,333
641,723
171,419
234,652
709,757
732,305
611,894
857,797
664,294
906,625
567,895
695,738
484,929
818,109
343,981
602,233
836,152
902,341
49,540
263,560
69,994
439,106
317,802
932,351
525,390
832,21
203,865
332,733
967,214
310,534
98,174
785,15
427,369
933,969
77,528
616,848
90,795
907,961
106,419
697,856
289,170
164,667
137,89
353,332
874,964
443,757
518,652
36,771
191,155
29,257
750,452
922,199
261,892
153,452
98,293
688,668
378,251
776,892
896,93
542,95
906,281
789,128
298,451
88,472
545,930
394,365
365,758
882,318
542,749
296,617
412,921
296,565
724,457
611,606
334,971
61,10
638,486
69,283
325,219
520,771
711,864
362,695
323,702
893,878
684,815
345,553
395,884
190,645
529,348
27,425
987,405
931,581
770,985
734,708
397,632
678,200
681,465
969,831
818,506
734,22
109,755
782,9
213,559
872,9
628,999
671,121
735,321
718,888
333,460
349,998
649,581
425,962
508,192
134,149
324,576
782,6
916,879
813,985
517,407
181,696
710,394
952,169
638,167
414,809
263,950
624,856
971,729
791,948
122,79
851,532
755,255
92,983
23,408
318,946
698,131
457,521
795,667
228,808
198,374
332,695
230,321
644,609
530,281
342,884
810,239
135,934
606,409
735,493
633,449
568,682
212,626
185,30
252,416
577,324
234,842
110,760
91,415
497,930
604,582
520,759
842,898
660,957
220,505
865,952
717,497
165,167
208,451
154,534
45,461
823,74
972,591
41,155
782,667
789,400
160,812
113,951
284,793
355,511
617,242
968,535
494,245
926,860
903,96
601,493
554,585
312,75
743,252
426,188
84,154
777,487
343,312
379,915
442,193
938,246
457,32
471,542
89,492
396,399
573,921
207,656
435,622
705,215
333,912
246,995
148,264
191,696
481,349
92,427
197,450
756,731
197,854
558,542
567,559
730,310
422,899
999,311
163,486
681,277
615,43
53,409
876,190
112,580
601,746
839,717
466,793
950,21
659,837
162,967
16,785
773,719
61,726
931,90
298,541
804,109
473,738
920,541
245,743
121,52
64,213
264,926
549,736
398,240
646,891
661,640
750,517
99,177
123,351
25,456
207,361
952,594
809,369
189,137
416,606
980,466
870,991
271,341
850,482
21,253
933,760
101,989
117,473
317,917
292,137
948,654
344,42
525,241
662,607
233,470
803,374
7,215
343,447
43,471
702,824
375,962
664,107
751,873
835,157
598,224
864,196
403,175
379,526
536,701
752,787
972,528
886,820
538,815
771,408
169,753
839,387
24,722
689,792
992,880
654,697
801,284
361,816
991,617
440,274
383,117
7,655
529,157
478,11
257,270
623,671
847,534
408,658
83,462
736,281
169,373
788,850
401,73
973,50
810,677
281,554
545,920
159,118
307,197
429,42
466,594
267,521
207,837
994,170
195,283
376,495
652,118
313,942
297,338
940,560
567,511
721,355
381,391
676,626
495,651
931,881
435,308
375,473
539,912
716,775
177,96
138,820
765,430
426,57
303,521
296,685
225,474
591,879
366,432
421,974
227,58
973,864
205,93
579,58
680,464
715,74
158,603
738,43
299,592
596,354
158,727
568,925
114,71
493,276
52,626
150,721
314,611
591,872
887,107
609,330
454,248
187,430
314,478
112,184
84,969
244,841
122,56
119,943
717,271
903,303
451,654
84,277
187,134
48,731
350,40
663,576
644,194
928,913
608,826
141,278
260,479
704,443
449,109
543,589
827,914
859,710
155,589
925,910
560,312
122,608
135,796
537,681
174,89
732,454
737,531
604,453
45,469
198,188
6,302
352,697
800,822
617,362
349,269
169,554
608,541
535,956
870,551
344,192
464,736
890,171
728,332
