album_id,user_id
93,587
84,448
71,994
20,644
70,30
35,507
85,675
50,667
95,112
3,234
8,956
66,454
38,216
34,470
23,960
37,549
29,584
53,709
65,655
28,497
37,12
63,622
35,810
56,413
34,54
97,890
51,760
83,968
88,419
2,222
99,614
60,554
82,830
97,143
23,35
77,490
65,964
21,232
24,171
91,263
89,626
93,145
48,263
11,123
70,520
70,130
9,53
11,631
33,92
63,835
50,492
56,860
7,864
86,924
40,66
74,354
100,869
97,200
19,341
29,445
94,726
55,387
39,272
65,561
99,700
52,161
5,866
70,114
97,30
96,350
62,989
9,169
64,433
97,341
61,993
28,996
6,502
70,156
42,519
18,817
93,510
13,108
34,771
63,409
57,150
75,776
56,17
89,406
100,380
14,890
95,896
41,308
57,810
46,250
18,22
32,102
38,767
12,648
4,525
50,721
71,484
29,590
70,680
41,407
36,763
84,978
71,853
33,228
37,720
82,715
27,607
95,25
65,176
92,287
73,23
92,948
18,405
8,222
52,572
71,610
39,867
83,10
85,226
15,258
73,914
87,586
52,581
53,975
73,675
85,963
1,683
77,184
2,204
52,743
45,128
42,399
36,503
71,379
9,793
71,993
11,283
62,587
44,216
43,126
25,843
1,815
100,560
70,432
11,67
23,578
86,479
90,885
54,467
2,327
8,970
67,997
52,413
66,316
74,564
62,140
65,475
74,483
70,902
12,652
44,821
8,241
76,711
100,551
56,781
41,892
55,956
82,886
45,975
48,842
65,925
52,738
13,983
63,733
6,847
70,857
51,64
51,495
55,523
76,554
50,946
60,41
81,292
76,285
38,960
40,953
61,117
11,538
58,976
75,249
82,369
64,610
62,748
48,203
65,75
83,212
46,339
6,820
9,183
46,544
55,917
84,565
20,182
84,778
45,788
91,252
53,323
84,910
52,391
45,444
84,345
73,541
31,262
60,969
76,683
45,274
33,705
9,893
59,380
22,490
85,854
12,401
25,124
18,519
63,530
98,761
89,935
4,534
85,670
23,676
75,821
16,175
5,896
33,5
83,362
9,120
23,446
26,826
66,849
69,263
81,929
45,605
85,516
9,187
8,207
82,491
8,852
14,856
60,361
71,931
70,829
76,271
69,938
66,12
5,308
21,44
17,232
42,240
21,258
22,652
42,762
98,879
71,533
89,513
61,902
49,726
13,877
81,256
75,82
40,258
89,727
10,346
61,796
52,903
62,4
93,77
94,580
78,300
95,513
40,829
93,996
85,50
7,687
51,145
76,823
94,987
89,468
94,13
23,832
3,383
38,217
100,794
66,478
89,504
78,628
72,453
51,374
56,591
6,897
25,103
84,319
93,156
43,279
51,53
92,58
42,467
47,387
13,503
72,49
91,71
64,464
65,698
95,658
78,92
49,618
55,570
40,176
57,490
11,585
85,409
10,355
85,193
53,586
83,788
23,53
9,879
95,223
4,292
60,901
94,700
59,686
93,7
50,730
13,822
76,471
90,320
47,430
68,178
52,591
45,237
5,899
34,594
47,865
40,928
28,439
89,620
71,88
85,156
26,453
60,904
71,736
18,221
89,143
90,591
25,10
40,834
21,102
72,790
3,305
76,725
12,849
52,580
34,592
39,411
22,707
53,95
15,410
98,474
49,44
4,801
21,189
74,307
6,509
96,534
48,860
31,53
51,792
16,560
5,169
99,413
8,992
82,501
93,377
67,691
68,833
52,538
27,898
76,798
67,514
41,148
60,679
63,649
44,762
15,255
34,50
37,924
68,213
78,311
43,533
98,422
32,434
28,536
70,447
86,338
11,578
63,254
23,562
61,46
2,388
56,655
14,917
39,632
2,433
87,991
46,72
62,557
55,474
35,600
76,381
17,692
38,852
91,535
22,629
45,355
35,11
35,397
33,738
83,858
83,755
85,489
46,95
46,527
98,903
59,832
84,464
52,556
21,626
42,447
6,896
9,692
85,648
61,438
3,53
97,39
33,511
62,53
14,457
75,868
59,866
60,111
41,399
26,950
64,614
62,609
94,778
89,386
32,337
76,653
48,277
82,135
25,137
48,964
94,937
55,570
77,298
89,974
3,762
95,177
49,2
79,149
35,40
95,279
37,153
54,620
59,697
15,513
22,931
92,135
54,24
63,733
57,415
100,141
61,105
49,658
50,268
20,711
95,87
9,365
78,323
51,249
75,907
76,711
28,802
85,913
83,886
5,405
67,574
81,386
6,883
65,41
33,305
32,515
81,604
27,430
34,992
79,843
81,866
77,195
57,454
59,173
11,744
9,543
6,774
100,370
87,932
50,154
19,539
88,20
45,921
12,887
74,308
64,200
24,466
55,355
15,367
84,245
31,41
45,122
11,80
44,846
93,451
85,626
88,552
70,135
13,481
95,979
55,744
72,379
53,190
47,756
34,63
81,775
95,141
88,694
100,835
87,988
18,793
48,439
66,47
45,722
84,844
46,204
100,513
62,776
13,38
98,862
69,277
62,64
71,449
52,308
89,362
51,75
49,409
4,233
56,746
36,933
93,1000
49,173
53,204
31,742
80,309
60,326
33,803
25,401
20,139
20,888
40,896
55,883
43,713
4,729
51,866
91,17
79,257
25,745
15,364
67,249
87,596
13,810
70,857
5,156
88,911
20,850
86,175
95,378
24,188
54,477
68,201
33,768
93,118
41,540
81,777
80,461
29,704
100,422
31,774
5,975
20,215
60,390
93,97
93,680
35,701
21,611
15,744
23,478
7,492
48,496
17,762
16,336
48,65
55,424
44,849
25,815
42,430
27,363
68,553
29,348
70,765
59,74
97,717
12,249
54,371
13,442
91,93
51,54
7,281
49,694
1,959
87,47
83,393
15,961
89,803
79,501
42,234
85,787
89,842
4,228
14,658
16,797
16,527
34,806
88,89
25,12
66,872
13,662
28,827
89,753
78,398
50,681
64,235
18,310
14,764
27,427
31,277
65,103
13,148
24,523
10,925
90,948
18,54
80,955
92,425
42,719
48,196
39,834
39,239
15,434
62,855
38,841
72,628
40,621
16,932
50,721
49,488
81,87
28,828
49,883
74,65
4,662
80,117
98,376
47,670
73,174
82,572
1,928
50,89
42,108
44,109
80,981
37,403
54,627
90,624
98,33
9,545
25,63
22,841
1,517
18,162
64,143
47,953
99,679
58,994
33,304
30,478
3,681
44,753
47,392
60,182
92,534
18,876
89,279
62,251
94,803
72,485
2,732
84,105
91,975
82,771
28,319
64,704
12,648
67,443
44,988
6,879
71,955
67,658
12,140
32,287
69,562
14,374
39,343
2,10
62,918
30,711
75,799
37,510
60,682
37,725
90,583
47,954
37,723
90,87
55,459
92,186
97,189
17,125
45,163
30,638
19,202
37,894
16,997
79,31
79,597
80,109
83,131
50,838
50,787
9,799
21,36
92,90
26,730
42,652
18,486
68,555
88,789
9,906
79,631
81,895
13,488
34,759
42,702
77,787
39,224
47,901
68,311
19,668
10,315
10,510
37,930
71,102
20,670
39,560
83,633
87,392
17,14
63,172
95,166
34,664
9,444
93,912
48,973
53,864
13,743
37,88
30,517
57,124
77,63
44,177
1,217
93,658
37,454
95,920
99,987
10,899
20,793
63,613
50,803
78,451
96,672
79,77
24,911
3,591
71,436
90,197
23,752
71,959
20,722
30,70
72,373
58,171
64,495
66,797
78,956
65,287
26,619
58,760
57,429
71,309
62,375
19,875
45,211
14,780
55,156
54,397
32,498
39,270
37,378
4,584
52,458
41,74
55,208
2,696
3,87
61,314
53,499
100,519
86,182
85,672
74,996
8,715
57,628
48,383
81,280
51,83
31,723
3,918
84,621
77,33
28,754
85,125
33,799
50,170
21,741
80,473
42,845
90,6
75,824
28,351
53,222
43,55
92,570
88,238
83,490
58,770
96,962
55,564
73,505
83,648
80,797
80,160
18,567
90,358
44,719
4,995
89,553
58,850
8,199
22,299
79,428
43,407
35,470
29,847
92,784
36,391
48,778
29,724
24,930
86,42
33,508
52,789
36,529
15,35
59,80
72,751
31,28
53,472
28,143
22,717
66,272
91,307
57,292
33,30
67,938
75,779
76,956
33,92
28,769
62,220
5,900
60,263
88,150
52,679
6,219
56,515
89,18
3,675
96,851
46,741
30,146
80,737
95,405
66,560
7,378
97,980
7,598
53,920
62,473
46,129
43,938
20,847
21,47
74,55
70,224
87,713
4,701
39,34
66,718
62,552
59,122
53,418
62,380
29,94
74,633
29,726
87,798
59,378
48,426
50,62
26,144
26,666
53,588
65,709
98,868
37,472
72,386
89,181
50,646
92,919
30,994
9,724
22,212
20,984
71,210
37,345
75,967
78,732
1,135
43,599
54,100
29,791
3,229
50,210
55,974
6,522
3,754
60,295
13,873
9,372
21,999
6,9
39,829
74,838
39,454
71,758
70,435
43,520
54,827
45,623
16,763
25,42
15,782
13,882
58,816
100,361
77,639
3,752
20,178
61,572
36,309
39,789
46,575
73,360
15,55
28,785
68,725
12,385
68,422
63,115
75,896
62,320
22,482
99,360
43,699
75,94
23,432
57,900
32,368
82,906
69,354
75,942
92,355
45,694
11,110
26,337
93,610
77,497
54,485
81,440
44,469
85,996
27,712
62,856
61,769
71,727
61,738
73,810
24,367
75,202
43,621
55,337
20,812
56,655
64,799
71,871
68,666
83,571
56,923
46,503
24,667
85,361
16,455
100,400
100,304
91,795
96,502
69,363
50,660
12,975
90,532
58,347
88,961
64,530
65,206
78,10
58,632
13,460
75,213
34,156
42,721
35,261
58,962
85,967
29,758
81,79
93,472
25,191
35,320
37,840
96,420
79,452
19,565
2,708
37,359
37,39
23,907
56,443
41,692
40,388
53,343
14,266
4,327
99,888
26,808
98,22
15,727
71,656
38,646
84,176
54,738
24,772
42,209
78,205
11,905
92,880
3,809
9,120
60,138
52,679
60,320
72,517
17,162
99,604
88,416
26,409
28,234
57,891
24,136
48,209
67,179
85,800
83,897
57,876
18,351
89,741
16,281
47,750
36,654
37,707
12,625
66,420
29,71
9,314
85,278
62,959
64,390
29,692
88,26
76,454
32,781
10,221
77,192
99,876
87,248
55,466
48,517
94,334
37,299
83,704
83,551
98,805
49,583
1,674
49,229
82,615
90,556
42,994
2,77
96,703
97,463
27,528
32,593
35,177
64,429
71,207
88,138
99,43
2,781
85,355
93,317
55,6
78,550
70,465
33,193
54,516
48,758
78,655
89,365
22,94
44,679
14,555
35,370
81,457
66,962
56,219
10,969
2,232
15,697
1,943
77,444
5,503
50,549
32,30
67,348
24,957
35,673
9,651
95,379
17,819
69,999
88,862
1,828
51,463
66,197
5,433
87,499
39,364
72,415
99,391
75,433
74,180
90,358
41,523
1,779
10,653
14,289
9,558
15,2
81,612
32,431
82,11
69,168
28,289
35,235
46,227
8,949
56,582
94,798
61,214
7,124
31,186
89,238
63,940
31,577
96,838
64,996
47,803
16,770
73,479
9,269
43,692
83,715
9,355
1,666
61,277
33,399
40,81
98,222
65,837
74,137
40,639
6,417
63,557
21,819
56,798
31,974
13,221
55,908
71,52
51,16
38,461
96,235
33,862
36,875
80,297
38,462
4,899
12,528
61,561
3,845
74,111
40,284
29,184
24,154
7,947
1,447
25,704
40,973
92,94
51,784
11,249
30,650
83,428
40,25
51,522
52,375
83,754
23,145
99,30
58,451
27,959
81,170
97,495
94,394
27,402
11,377
61,185
41,594
54,251
7,98
30,39
48,729
43,103
47,539
48,377
73,573
56,742
99,225
70,324
11,312
34,701
100,170
2,91
84,480
19,9
51,118
7,407
52,664
49,313
96,126
44,35
100,175
31,37
4,86
83,195
72,330
28,979
91,744
64,377
33,759
77,904
74,336
60,278
22,269
2,206
40,168
88,100
2,736
50,778
40,838
89,573
47,726
19,275
11,514
74,999
19,683
24,795
11,797
55,153
47,875
14,637
51,313
61,678
30,504
14,875
81,271
48,397
6,789
45,603
68,490
37,89
89,327
84,123
7,679
32,351
75,359
16,420
35,575
36,20
71,984
81,99
94,747
7,502
58,469
64,456
64,779
48,147
57,982
42,949
44,262
39,723
64,523
71,978
21,466
54,271
64,949
59,196
61,688
56,641
91,68
57,193
48,3
33,365
27,252
39,849
76,289
62,654
88,558
33,147
75,607
62,920
18,428
73,787
75,577
33,200
78,194
99,181
17,298
6,246
89,698
6,366
74,301
50,975
63,437
55,631
55,219
68,87
43,242
57,674
22,637
43,543
29,200
88,678
58,836
27,108
74,739
50,687
96,422
96,829
41,616
35,886
48,42
11,349
85,447
23,22
81,358
45,860
25,879
28,530
68,264
88,289
8,629
39,581
52,613
18,138
76,196
82,75
9,287
92,52
2,918
1,199
66,441
40,483
73,258
64,203
68,621
63,603
85,345
63,624
84,356
32,12
7,515
22,58
51,602
1,701
82,794
73,890
56,665
15,309
36,138
68,87
77,240
17,62
97,535
16,450
43,301
94,846
78,152
76,667
47,75
43,446
47,348
22,586
61,585
18,118
67,212
37,901
30,932
90,241
94,839
37,624
65,845
59,924
26,70
41,53
19,144
8,155
20,534
90,324
62,338
64,297
55,574
72,709
59,895
36,72
25,999
82,821
89,939
13,330
32,687
55,464
25,559
85,289
11,45
95,894
44,415
53,763
51,878
51,141
97,377
91,799
53,981
96,399
11,832
15,715
50,944
3,403
45,278
19,292
54,278
51,339
27,415
89,208
36,56
5,423
39,747
61,402
5,954
73,97
24,129
93,285
70,831
57,562
17,337
83,902
33,816
22,571
37,912
29,538
34,518
2,987
43,813
47,230
51,555
6,334
65,298
10,271
90,499
56,144
72,485
62,278
25,553
98,250
24,135
7,244
2,854
72,985
1,491
88,891
51,891
60,580
93,113
24,805
46,147
54,800
25,25
48,49
6,299
82,787
14,935
89,41
73,60
50,912
15,999
44,198
10,495
45,648
100,636
24,533
5,453
15,843
88,636
34,861
36,660
81,556
90,122
10,368
74,234
51,797
82,561
4,690
8,548
17,394
22,873
60,808
33,791
90,569
37,107
90,888
19,44
37,707
99,51
52,253
57,426
18,680
68,128
18,993
68,461
26,99
18,74
74,176
46,764
63,793
70,610
43,986
25,683
23,566
72,889
53,7
7,669
2,754
61,499
18,533
88,132
86,898
92,548
6,355
24,652
45,907
79,745
14,821
52,377
5,163
23,870
53,281
24,501
22,633
66,909
31,215
17,78
54,596
35,560
92,321
91,979
36,176
9,363
44,646
31,578
29,997
71,886
78,577
77,546
66,284
96,718
38,819
32,535
28,214
23,712
53,315
43,346
11,228
5,583
81,524
54,49
79,668
53,543
85,319
84,169
75,350
67,213
46,340
91,937
82,522
22,353
51,916
34,390
52,844
36,341
45,846
49,973
47,297
92,60
37,684
77,993
72,942
82,958
25,203
94,753
41,928
67,502
5,788
4,433
92,688
78,985
4,460
72,673
22,204
60,729
72,476
57,74
40,616
88,109
94,765
63,528
26,174
58,807
57,479
25,506
4,864
60,226
86,686
39,92
35,468
33,934
96,369
1,527
38,901
100,295
43,406
18,669
29,622
95,925
42,211
12,946
16,605
37,318
40,175
95,547
81,151
21,2
94,521
9,394
44,861
40,457
89,812
96,561
3,127
23,52
85,952
53,522
68,422
75,837
52,875
52,37
89,226
94,743
29,388
73,957
53,923
69,676
26,77
49,511
92,146
59,239
55,312
12,790
91,235
88,660
62,461
10,425
13,140
76,411
1,12
59,392
98,648
98,984
40,994
59,675
18,433
97,245
58,605
92,788
58,178
93,36
20,673
90,165
60,710
44,687
22,816
90,765
55,934
89,497
51,469
74,20
58,222
57,851
37,743
78,580
54,227
92,495
77,524
63,897
96,663
19,193
37,546
42,198
47,14
36,205
43,772
5,966
58,761
33,855
89,46
22,637
21,378
1,599
15,674
95,797
5,215
40,221
55,658
93,924
56,446
3,281
43,567
73,148
34,418
21,278
31,672
63,353
31,196
88,176
38,189
25,711
68,263
12,257
10,465
56,355
86,331
47,37
23,736
66,837
11,759
65,305
24,394
2,162
65,256
84,834
37,604
83,728
38,480
57,40
42,462
25,604
91,639
5,228
99,575
62,236
50,687
3,957
44,110
91,341
46,98
100,686
95,164
47,819
42,675
69,529
8,521
80,712
33,422
97,996
81,547
7,996
74,421
94,997
6,781
80,123
3,783
81,100
10,932
83,908
18,700
2,479
61,386
9,789
95,609
67,932
62,476
19,671
20,411
68,201
95,465
5,266
94,207
18,842
98,257
85,232
89,484
67,312
79,291
59,937
77,155
52,318
35,836
85,383
11,865
46,351
36,329
76,654
30,597
54,792
62,876
9,352
15,556
98,827
26,859
62,262
8,654
12,613
56,859
62,438
13,561
3,775
24,410
69,888
44,522
54,970
43,675
52,759
1,778
86,552
34,576
50,221
50,691
45,784
91,565
66,917
71,117
23,333
55,718
40,833
6,715
4,289
80,677
76,153
90,197
54,231
9,733
100,627
75,543
58,829
48,589
31,620
42,800
25,646
77,829
1,510
93,685
41,90
64,139
37,41
45,103
99,599
59,388
40,963
66,456
56,377
16,431
14,986
56,32
92,566
81,688
34,698
41,718
37,40
88,247
47,655
97,504
48,633
44,88
89,213
33,126
9,36
38,259
80,406
91,672
34,672
31,940
7,622
83,273
89,762
66,300
20,544
13,342
6,932
100,397
80,820
95,571
7,48
64,909
58,548
47,877
31,956
67,718
31,630
48,549
36,960
52,264
93,806
94,401
14,108
90,429
44,169
66,196
17,48
91,142
20,236
88,468
93,962
54,817
1,298
21,477
82,149
84,215
85,323
9,28
37,560
98,414
31,858
63,581
71,243
72,433
95,334
59,520
14,605
29,685
78,9
80,940
89,851
36,106
8,414
98,747
81,14
68,415
22,807
70,887
98,585
88,81
13,432
8,217
24,712
11,487
99,497
55,255
65,219
82,861
21,460
17,926
84,318
1,330
22,306
51,821
39,223
21,546
65,974
30,833
34,779
8,614
11,948
6,352
34,931
60,733
3,447
15,163
21,348
84,44
40,761
96,152
66,517
14,881
37,756
64,306
45,526
49,835
24,362
56,671
80,712
50,316
21,560
14,309
42,889
20,443
45,83
62,188
35,364
58,26
85,508
86,51
51,648
52,287
76,667
72,261
54,451
91,750
29,537
70,429
37,165
91,398
35,322
72,944
72,702
84,626
84,81
30,633
73,367
70,545
1,236
85,477
6,107
48,214
80,787
56,37
67,463
60,892
14,289
59,51
13,838
42,262
91,970
15,783
84,342
42,190
22,269
71,80
33,597
59,41
42,683
22,809
27,835
99,817
32,439
38,40
32,113
36,255
12,383
61,656
69,514
37,775
48,157
74,45
99,415
32,755
23,266
15,245
91,921
47,804
29,497
83,431
38,449
21,805
34,893
17,582
86,83
61,163
25,830
46,778
10,166
21,6
91,944
94,44
42,65
68,106
28,350
32,904
37,414
1,834
73,466
12,151
82,197
72,226
2,634
11,157
52,933
69,567
88,580
83,502
13,878
57,739
38,601
13,630
84,45
17,612
50,685
94,77
75,518
99,986
65,689
35,933
97,360
50,439
43,119
2,373
47,364
96,716
4,6
93,598
71,85
19,917
3,304
72,462
99,372
71,489
23,400
63,539
91,222
17,104
96,727
33,261
59,452
9,995
75,380
77,857
85,374
85,785
7,203
90,324
60,468
9,776
88,346
85,341
8,85
47,741
62,365
25,752
42,474
11,693
94,222
1,321
5,125
88,810
49,922
15,776
43,995
34,49
75,961
11,546
40,575
48,947
80,487
93,596
97,539
61,680
31,817
67,203
9,533
94,269
72,805
71,494
59,91
84,663
16,895
99,183
64,451
46,576
28,160
79,744
53,903
79,976
23,531
65,627
58,531
66,571
54,974
7,102
42,775
58,142
12,92
100,791
16,152
13,498
33,191
38,410
61,650
26,786
73,703
91,909
17,720
100,651
38,98
91,806
93,942
44,710
55,757
30,8
96,768
57,462
21,394
36,693
91,526
72,188
33,736
40,812
11,158
50,639
98,111
4,86
85,604
50,985
62,669
93,959
85,302
70,212
7,100
5,214
58,695
88,957
48,638
93,898
33,228
79,972
33,919
66,589
44,916
18,127
23,945
74,186
49,692
34,434
84,94
35,800
58,122
24,33
5,56
77,767
15,301
99,17
43,652
11,730
87,100
5,817
55,547
26,314
99,536
54,81
97,224
35,143
99,13
54,424
60,425
59,185
56,592
62,126
100,262
20,612
1,429
11,971
21,923
11,199
74,86
19,430
69,453
88,844
35,556
96,618
88,985
65,802
67,546
21,879
70,5
92,874
57,904
53,204
32,359
37,680
51,83
50,842
31,199
47,478
41,530
75,5
48,358
84,178
22,832
10,734
71,740
11,183
33,814
98,765
13,147
61,797
37,402
60,53
69,290
23,305
17,657
66,775
2,853
53,304
10,3
19,722
87,550
92,394
21,40
56,444
53,947
7,511
27,599
62,133
66,869
48,291
31,587
9,631
83,626
85,560
82,787
68,297
47,417
63,388
33,761
3,882
66,366
78,915
59,803
79,607
8,384
87,754
86,184
14,821
91,84
66,187
61,732
68,778
80,465
55,583
4,16
61,678
24,400
38,573
85,422
66,375
7,516
7,223
26,787
91,947
90,574
24,348
80,711
45,362
35,309
13,456
87,408
72,684
87,301
42,957
35,981
90,859
33,145
1,190
40,287
7,216
34,460
21,155
34,186
10,868
59,84
