post_id,user_id
15,106
16,90
16,795
16,879
16,875
16,215
16,901
16,450
16,568
16,190
16,103
16,344
16,73
16,178
16,968
16,382
16,270
16,585
16,41
16,704
16,710
16,42
16,298
16,231
16,134
16,800
16,385
16,89
16,418
16,927
16,536
16,249
16,276
16,706
16,314
16,572
16,550
16,462
16,128
16,239
16,239
16,430
16,509
16,603
16,70
16,218
16,234
16,906
16,836
16,599
16,367
16,272
16,658
16,648
16,106
16,484
16,167
16,438
16,49
16,637
16,959
16,8
16,578
16,6
16,662
16,279
16,468
16,496
16,400
16,956
16,686
16,54
16,785
16,904
16,386
16,552
16,410
16,888
16,656
16,605
17,118
17,136
17,66
17,96
17,323
17,457
17,491
17,754
17,530
18,490
18,420
18,103
18,633
18,965
18,242
18,637
18,930
18,240
18,243
18,723
18,98
18,996
18,760
18,702
18,350
18,807
18,360
18,804
18,866
18,997
18,591
18,156
18,683
18,275
18,528
18,63
18,493
18,364
18,420
18,844
18,4
18,857
18,456
18,728
18,661
18,752
18,614
18,431
18,359
18,416
18,826
18,589
18,759
18,81
18,807
18,759
18,244
18,242
18,811
18,142
18,233
18,640
18,444
18,194
18,968
18,517
18,780
18,849
18,978
18,104
18,429
18,876
18,381
18,376
18,319
18,420
18,610
18,639
18,709
18,710
18,965
18,25
18,88
18,324
18,231
18,797
18,315
18,681
18,145
18,839
18,833
18,496
18,809
18,238
18,677
18,987
18,362
18,774
18,10
18,479
18,396
18,288
18,18
18,793
19,250
19,182
19,625
19,342
19,490
19,825
19,877
19,897
19,186
19,466
19,120
19,860
19,738
19,991
19,93
19,507
19,42
19,268
19,70
19,522
19,407
19,203
19,836
19,388
19,36
19,177
19,799
19,86
19,892
19,633
19,863
19,439
19,588
19,914
19,830
19,313
19,2
19,131
19,901
19,164
19,771
19,773
19,51
19,65
19,761
19,964
19,234
20,338
20,94
20,760
20,258
20,143
20,378
20,724
20,400
20,1
20,772
20,127
20,272
20,808
20,767
20,365
20,971
20,140
20,69
20,480
20,275
20,139
20,669
20,812
20,546
20,243
20,908
20,678
20,892
20,377
20,220
20,225
20,919
20,37
20,371
20,991
20,838
20,113
20,759
20,435
20,812
20,647
20,850
20,688
20,349
20,69
20,835
20,835
20,7
21,472
21,934
21,540
21,270
21,148
21,927
21,706
21,772
21,501
21,382
21,693
21,928
21,457
21,476
21,442
21,378
21,529
21,834
21,987
21,386
21,121
21,938
21,463
21,875
21,706
21,508
21,318
21,374
21,787
21,977
21,487
21,568
21,619
21,844
21,364
21,804
21,330
21,45
21,274
21,427
21,875
21,629
21,25
21,921
21,959
21,289
21,737
21,908
21,96
21,972
21,33
21,434
21,824
21,799
21,142
21,356
21,728
21,273
21,873
21,493
21,853
21,141
21,882
21,212
21,70
21,278
21,718
21,916
21,775
21,914
21,422
21,809
21,277
21,230
21,637
21,624
21,869
21,839
22,786
22,152
22,573
22,256
22,939
22,711
22,785
22,357
22,387
22,10
22,600
22,860
22,290
22,169
22,23
22,14
22,840
22,707
22,155
22,547
22,322
22,25
22,223
22,35
22,79
22,400
22,317
22,24
22,592
22,131
22,90
22,749
22,900
22,63
22,562
22,252
22,717
22,416
22,330
22,32
22,398
22,910
22,448
22,496
22,884
22,679
22,767
22,488
22,205
22,447
22,173
22,414
22,783
22,304
22,45
22,708
22,528
22,659
22,405
22,252
22,190
22,688
22,944
22,660
22,363
22,994
22,399
22,482
22,835
22,844
22,146
22,139
22,186
22,862
22,63
22,247
22,70
22,525
22,101
22,305
22,285
22,556
22,799
22,96
22,366
22,794
22,526
23,795
23,622
23,566
23,121
23,812
23,879
23,689
23,314
23,790
23,103
23,862
23,109
23,162
23,113
23,576
23,290
23,219
23,246
23,13
23,959
24,944
24,239
24,321
24,225
24,107
24,818
25,895
25,825
25,423
25,90
25,108
25,117
25,923
25,917
25,336
25,996
25,592
25,56
25,696
25,69
25,783
25,397
25,180
25,336
25,858
25,519
25,911
25,808
25,534
25,196
25,444
25,324
25,615
25,789
25,209
25,718
25,580
25,822
26,662
26,780
26,929
26,320
26,596
26,910
26,97
26,800
26,530
26,555
26,527
26,682
26,36
26,413
26,368
26,945
26,436
26,220
26,63
26,921
26,960
26,456
26,8
26,708
26,576
26,256
26,332
26,888
26,601
26,30
26,820
26,299
26,545
26,399
26,343
26,935
26,477
26,81
26,973
26,843
26,335
26,380
26,715
26,528
26,306
26,391
26,576
26,123
26,544
26,108
26,410
26,703
26,649
26,953
26,804
26,180
26,20
26,62
26,985
26,442
26,567
26,510
26,626
26,927
26,887
26,18
26,18
26,345
26,608
26,217
26,687
26,146
26,289
26,46
26,342
26,611
27,882
27,789
27,843
27,914
27,708
27,80
27,605
27,469
27,135
27,618
27,45
27,579
27,480
27,381
27,492
27,22
27,355
27,472
27,962
27,750
27,705
27,565
27,379
27,210
27,972
27,1
27,694
27,798
27,502
27,540
27,202
27,660
27,840
27,175
27,685
27,439
28,414
28,307
28,900
29,296
29,431
29,686
29,748
29,927
29,529
29,555
29,588
29,51
29,959
29,458
29,285
29,242
29,8
29,697
29,396
29,990
29,593
29,951
29,425
29,370
29,389
29,275
29,321
29,541
29,700
29,292
29,292
29,677
29,248
29,660
29,44
29,761
29,765
29,466
29,636
29,551
29,295
29,238
29,823
29,833
29,347
29,670
29,758
29,726
29,794
29,972
29,678
29,892
29,456
29,408
29,893
29,769
29,197
29,13
29,241
29,73
29,402
29,678
29,252
29,121
29,70
29,106
29,572
29,997
29,877
29,510
29,870
29,421
29,652
29,246
29,284
29,526
29,844
29,855
29,661
29,100
29,117
29,555
29,545
29,206
29,27
29,66
29,11
29,921
29,796
29,862
30,520
30,908
30,212
30,226
31,780
31,523
31,92
31,997
31,97
31,805
31,724
31,677
31,418
31,920
31,45
31,266
31,184
31,340
31,348
31,860
31,65
31,306
31,825
31,989
31,411
31,920
31,74
31,64
31,795
31,916
31,143
31,469
31,182
31,535
31,835
31,756
31,983
31,197
31,333
32,821
32,669
32,817
32,713
32,686
32,693
32,112
32,352
32,375
32,738
32,305
32,335
32,170
32,405
32,784
32,579
32,937
32,860
32,492
32,591
32,943
32,941
32,615
32,318
32,816
32,708
32,527
32,791
32,824
32,694
32,25
32,795
32,115
32,313
32,461
32,713
32,992
32,889
32,136
32,488
32,332
32,850
32,360
32,619
32,460
32,434
32,616
32,847
32,543
32,128
32,191
32,280
32,299
32,983
32,489
32,550
32,413
32,225
32,286
32,361
32,316
32,245
32,668
32,507
32,555
32,572
32,609
32,563
32,577
32,640
32,407
32,768
32,983
32,199
32,897
32,983
32,439
32,373
32,487
32,162
32,330
32,560
32,503
32,864
32,523
32,449
32,88
32,860
32,690
32,559
32,29
32,727
32,573
32,367
32,645
32,826
32,366
33,205
33,220
33,186
33,731
33,280
33,475
33,481
33,413
33,470
33,143
33,543
33,980
33,928
33,295
33,336
33,248
33,752
33,186
33,584
33,438
33,339
33,653
33,129
33,764
33,462
33,378
33,138
33,680
33,596
33,374
33,297
33,818
33,54
33,288
33,282
33,575
33,612
33,542
33,234
33,112
33,492
33,426
33,781
33,751
33,989
33,276
33,471
33,563
33,681
33,98
33,188
33,514
33,30
33,883
33,832
33,57
33,352
33,489
33,944
34,639
34,772
34,335
34,722
34,130
34,879
34,921
34,816
34,398
34,339
34,749
34,459
34,233
34,966
34,733
34,810
34,855
34,753
34,492
34,641
34,363
34,905
34,499
34,712
34,435
34,715
34,120
34,764
34,163
34,895
34,536
34,825
34,513
35,256
35,710
35,750
35,109
35,533
35,872
35,969
35,270
35,614
35,898
35,51
35,878
35,184
35,792
35,761
35,469
35,259
35,779
35,747
35,838
35,868
35,844
35,223
35,446
35,839
35,359
35,129
35,421
35,790
36,919
36,226
36,653
36,461
36,919
36,3
36,794
36,202
36,411
36,478
36,418
36,483
36,847
36,55
36,932
36,428
36,819
36,297
36,760
36,284
36,669
36,661
36,327
36,229
36,880
36,924
36,562
36,986
36,273
36,98
36,285
36,414
36,550
36,564
36,759
36,507
36,26
36,281
36,919
36,833
36,321
36,327
36,845
36,870
36,932
36,255
36,604
36,987
36,12
36,632
36,15
36,639
36,82
36,434
36,6
36,291
36,699
36,2
36,48
36,890
36,981
36,914
36,402
36,637
36,742
36,776
36,586
36,662
36,283
36,661
36,83
36,536
36,877
36,183
36,613
36,520
36,118
36,835
36,125
36,165
36,127
36,730
36,546
36,777
36,370
36,545
36,626
36,216
36,61
36,328
36,396
36,288
36,975
36,84
36,514
36,117
36,258
36,98
37,590
37,780
37,968
37,823
37,786
37,53
37,527
37,210
37,120
37,75
37,175
37,538
37,554
37,141
37,465
37,534
37,335
37,684
37,438
37,361
37,253
37,317
37,321
37,883
37,731
37,252
37,608
37,780
37,59
37,919
37,7
37,923
37,514
37,172
37,945
37,933
37,980
37,938
37,762
37,550
37,264
37,217
37,739
37,158
37,939
37,730
37,177
37,158
37,777
37,373
37,920
37,870
37,851
37,824
37,841
37,559
37,503
37,210
37,71
37,341
37,90
37,14
37,79
37,244
37,534
37,715
37,181
37,227
37,25
37,344
37,273
38,641
38,189
38,977
38,545
38,543
38,440
38,883
38,434
38,249
38,352
38,997
38,909
38,870
38,1000
38,437
38,57
38,889
38,169
38,973
38,251
38,696
38,749
38,601
38,28
38,880
38,843
38,109
38,836
38,601
38,458
38,358
38,94
38,305
38,171
38,800
38,684
38,774
38,405
38,782
38,408
38,364
38,35
38,325
38,926
38,512
38,821
38,76
38,582
38,840
38,218
38,716
38,184
38,930
38,394
38,269
38,519
38,13
38,516
38,214
38,769
38,181
38,459
38,367
38,889
38,880
38,227
38,313
38,514
38,424
38,49
38,655
38,490
38,394
38,701
38,674
38,501
38,651
38,390
38,267
38,935
38,148
38,218
38,186
38,788
38,531
38,263
38,854
38,853
38,848
38,699
38,806
39,158
39,800
39,22
39,896
39,191
39,242
39,324
39,320
39,477
39,666
39,394
39,847
39,711
39,290
39,179
39,62
39,611
39,482
39,334
39,710
39,11
39,960
39,315
39,813
39,424
39,522
39,686
39,764
39,404
39,398
39,653
39,605
39,705
39,811
39,444
39,851
40,132
40,253
40,917
40,12
40,576
40,687
40,911
40,570
40,616
40,397
40,436
40,873
40,651
40,914
40,246
40,264
40,347
40,268
40,99
40,63
40,536
40,974
40,446
40,534
40,159
40,344
40,963
40,310
40,656
40,440
40,311
40,8
40,99
40,757
40,553
40,373
40,2
40,141
40,263
40,880
40,929
40,517
40,539
40,791
40,821
40,752
40,76
40,196
40,87
40,963
40,998
40,152
40,654
40,653
40,311
40,371
41,648
41,298
41,328
41,409
41,436
41,841
41,621
41,184
41,759
41,297
41,590
41,819
41,507
41,567
41,233
41,374
41,720
41,930
41,667
41,155
41,264
41,998
41,643
41,79
41,96
41,457
41,550
41,973
41,550
41,474
41,613
41,36
41,31
41,483
41,32
41,529
41,877
41,808
41,72
41,811
41,221
41,912
41,806
41,234
41,199
41,442
41,510
41,523
41,458
41,429
41,425
41,66
41,515
41,628
41,544
41,849
41,326
41,754
41,94
41,229
41,350
41,358
41,632
41,634
41,532
41,276
41,374
41,153
41,884
41,102
41,538
41,368
41,4
41,266
41,724
41,739
42,646
42,228
42,302
42,365
42,870
42,594
42,227
42,516
42,998
42,277
42,569
42,856
42,698
42,578
42,281
42,359
42,373
42,998
42,162
42,760
42,282
42,286
42,74
42,876
42,475
42,388
42,64
42,494
42,920
42,864
42,919
42,931
42,738
42,385
42,662
42,120
42,957
42,943
42,81
42,366
42,768
42,464
42,380
42,30
42,685
42,94
42,559
42,528
42,69
42,874
42,688
42,785
42,731
42,870
42,743
42,250
42,66
42,743
42,223
42,913
42,944
42,51
42,892
42,816
42,559
42,285
42,610
43,900
43,817
43,1000
43,210
43,2
43,373
43,210
43,599
43,53
43,94
43,86
43,247
43,769
43,136
43,708
43,98
43,61
43,105
43,533
43,835
43,935
43,274
43,564
43,526
43,459
43,911
43,867
43,703
43,897
43,115
43,270
43,588
43,741
43,378
43,61
43,762
43,803
43,720
43,261
43,487
43,216
43,206
43,78
43,283
43,734
43,897
43,782
43,243
43,748
43,685
43,329
43,908
43,975
44,881
44,357
44,634
44,662
44,756
44,15
44,598
44,563
44,137
44,497
44,1
44,819
44,678
44,72
44,636
44,574
44,79
44,163
44,590
44,343
44,673
44,745
44,881
44,660
44,796
44,669
44,938
44,231
44,453
44,810
44,588
44,917
44,622
44,216
44,73
44,891
44,415
44,129
44,159
44,647
44,454
44,986
44,73
44,26
44,630
44,175
44,277
44,851
44,795
44,431
44,348
44,864
44,767
44,524
44,838
44,252
44,41
44,463
44,887
44,345
44,248
44,539
44,231
44,168
44,886
44,224
44,310
44,982
44,50
44,198
44,433
44,915
44,718
44,720
44,945
44,314
44,880
44,317
44,30
44,976
44,105
44,741
44,510
44,530
44,967
44,745
44,352
44,387
44,97
45,387
45,405
45,438
45,555
45,134
45,495
45,822
45,101
45,624
45,399
45,659
45,122
45,970
45,541
45,442
45,638
45,4
45,140
45,723
45,731
45,242
45,815
45,479
45,215
45,982
45,481
45,754
45,737
45,9
45,500
45,372
45,282
45,28
45,542
45,435
45,552
45,998
45,926
45,794
45,852
45,848
45,897
45,85
45,702
45,596
45,107
45,871
45,899
45,408
45,580
45,848
45,667
45,906
45,247
45,616
45,584
45,454
45,133
45,632
45,961
45,956
45,582
45,271
45,648
45,832
45,35
45,692
45,993
45,204
45,469
45,814
45,105
45,650
45,814
45,816
45,248
46,509
46,341
46,30
46,820
46,766
46,828
46,678
46,565
46,392
46,951
46,218
46,770
46,669
46,942
46,756
47,924
47,925
47,678
47,221
47,400
47,939
47,721
47,899
47,717
47,687
47,503
47,458
47,88
47,320
47,138
47,811
47,778
47,257
47,390
47,22
47,97
47,418
47,408
47,784
47,397
47,105
47,887
47,651
47,825
47,25
47,203
47,849
47,885
47,299
47,122
47,332
47,368
47,572
47,261
47,244
47,43
47,942
47,69
47,818
47,320
47,737
47,61
47,983
47,628
47,866
47,780
47,44
47,31
47,820
47,940
47,172
47,701
47,330
47,592
47,621
47,595
47,723
47,324
48,106
48,249
48,487
48,925
48,696
48,917
48,619
48,467
48,60
48,254
48,282
48,4
48,7
48,16
48,679
48,54
48,490
48,872
48,951
48,173
48,899
48,562
48,550
48,866
48,867
48,480
48,409
48,159
48,895
48,239
48,125
48,610
48,860
48,847
48,291
48,146
48,807
48,563
48,527
48,418
48,812
48,203
48,616
48,608
48,30
48,712
48,302
48,131
48,626
48,771
48,704
48,243
48,161
48,952
48,30
48,976
48,921
48,579
48,264
48,34
48,967
48,501
48,52
48,938
48,197
48,393
48,642
48,52
48,37
48,10
48,398
48,179
48,384
48,29
48,803
48,222
48,722
48,662
48,986
48,504
48,258
48,964
48,803
48,224
49,451
49,643
49,271
49,831
49,974
49,290
49,117
49,702
49,806
49,9
49,36
49,58
49,389
49,756
49,679
49,778
49,839
49,350
49,681
49,727
49,586
49,302
49,524
49,813
49,390
49,684
49,527
49,123
49,328
49,543
49,847
49,879
49,105
49,33
49,667
49,185
49,882
49,413
49,672
49,44
49,900
49,410
49,407
49,554
49,288
49,828
49,608
49,895
49,133
49,660
49,761
49,289
49,742
49,971
49,900
49,603
49,319
49,590
49,345
50,185
50,632
50,287
50,146
50,691
50,618
50,659
50,975
50,839
50,914
50,59
50,376
50,917
50,1
50,676
50,880
50,397
50,111
50,512
50,486
50,321
50,300
50,811
50,207
50,342
50,670
50,100
50,640
50,960
50,101
50,594
50,166
50,878
50,465
50,587
50,925
50,927
50,11
50,987
50,974
50,692
50,905
50,546
50,766
50,28
50,194
50,935
50,619
50,944
50,657
50,193
50,53
50,127
50,957
50,437
50,542
50,691
50,853
50,261
50,623
50,714
50,226
50,24
50,797
50,189
51,309
51,873
51,278
51,480
51,402
51,634
51,807
51,545
51,70
51,359
51,619
51,268
51,440
51,552
51,16
51,537
51,780
51,963
51,507
51,620
51,184
51,949
51,526
51,543
51,577
51,250
51,598
51,919
51,249
51,920
51,719
51,22
51,997
51,235
51,398
51,240
51,874
51,56
51,66
51,856
51,256
51,374
51,400
51,757
51,387
51,535
51,276
51,146
51,330
51,865
51,990
51,714
51,345
51,471
51,903
51,687
51,207
51,558
51,180
51,426
51,559
51,439
51,460
51,16
51,881
51,494
51,580
51,341
51,41
51,565
51,312
51,602
51,927
51,34
51,737
51,758
52,260
52,67
52,663
52,484
52,486
52,997
52,812
52,296
52,807
52,913
52,502
52,636
52,868
52,588
52,74
52,134
52,877
52,927
52,935
52,449
52,624
52,728
52,690
52,681
52,754
52,381
52,626
52,853
52,711
52,910
52,616
52,514
52,648
52,220
52,727
53,714
53,39
53,663
53,586
53,435
53,752
53,765
53,603
53,732
53,811
53,606
53,107
53,375
53,138
53,517
53,181
53,540
53,819
53,407
53,184
53,858
53,132
53,681
53,737
53,402
53,627
53,620
53,123
53,394
53,833
53,811
53,417
53,393
53,778
53,51
53,168
53,815
53,561
53,91
53,927
53,669
53,586
53,581
53,575
53,738
53,598
53,583
53,207
53,282
53,807
53,342
53,305
53,979
54,748
54,505
54,268
54,12
54,913
54,972
54,773
54,407
54,24
54,159
54,299
54,816
54,947
54,424
54,12
54,26
54,947
54,802
54,927
54,50
54,389
54,199
54,545
54,284
54,881
54,300
54,608
54,13
54,540
54,188
54,712
54,505
54,206
54,243
54,430
54,852
54,276
54,364
54,148
54,821
54,640
54,474
54,28
54,558
54,401
54,773
54,298
54,620
54,594
54,287
54,341
54,678
54,49
54,758
54,610
54,950
54,803
54,880
54,501
54,446
54,876
54,940
54,145
54,502
54,430
54,15
54,228
54,527
54,871
54,143
54,509
54,158
54,305
54,679
54,958
54,223
54,731
54,220
54,926
55,38
55,26
55,640
55,367
55,574
55,305
55,946
55,869
55,966
55,293
55,354
55,533
55,133
55,802
55,972
55,522
55,341
55,649
55,889
55,893
55,485
55,478
55,553
55,34
55,382
55,993
55,271
55,973
55,49
55,170
55,563
55,834
55,926
55,791
55,987
55,472
55,56
55,86
55,23
55,474
55,692
55,697
55,134
55,390
55,364
55,820
55,146
55,631
55,860
55,897
55,520
55,974
55,750
55,381
55,578
55,984
55,616
55,111
55,900
55,321
55,261
55,256
55,617
55,541
55,93
55,87
55,421
55,759
55,269
55,210
55,111
55,147
55,157
55,4
55,846
55,655
55,657
55,352
55,299
55,11
55,637
55,631
55,825
55,548
55,202
55,172
55,253
55,650
56,364
56,504
56,731
56,783
56,148
56,870
56,834
56,927
56,58
56,10
56,910
56,700
56,430
56,45
56,455
56,32
56,776
56,850
56,268
56,378
56,381
56,209
56,285
56,972
56,813
56,206
56,17
56,500
56,747
56,802
56,703
56,537
56,298
56,18
56,627
56,178
56,426
56,813
56,286
56,668
56,309
56,73
56,392
56,561
56,600
56,650
56,308
56,646
56,840
56,19
56,244
56,82
56,607
56,292
56,201
56,250
56,152
56,409
56,860
56,942
56,301
56,913
56,870
56,360
56,605
56,655
56,106
56,250
56,673
56,401
56,604
56,980
56,189
56,698
56,894
56,59
56,197
56,526
56,803
56,201
56,100
56,217
56,509
56,91
56,571
56,624
56,118
56,118
56,292
56,159
56,905
56,134
56,707
56,488
56,972
56,236
56,507
56,413
56,439
57,202
57,761
57,459
57,261
57,693
57,805
57,694
57,82
57,237
57,214
57,406
57,921
57,349
57,952
57,483
57,158
57,851
57,112
57,530
57,423
57,511
57,617
57,285
57,572
57,71
57,256
57,966
57,291
57,308
57,40
57,17
57,264
57,954
57,736
57,681
57,433
57,30
57,154
57,614
57,688
57,794
57,217
57,542
57,677
57,977
57,887
57,828
57,702
57,337
57,837
57,816
57,566
57,172
57,719
57,261
57,131
57,361
57,252
58,223
58,322
58,35
58,706
58,842
58,184
58,441
58,583
58,258
58,768
58,737
58,7
58,57
58,519
58,858
58,961
58,947
58,8
58,192
58,901
58,353
58,187
58,277
58,643
58,884
58,456
58,116
58,441
58,991
58,904
58,808
58,560
58,478
58,703
58,424
58,351
58,687
58,635
58,120
58,645
58,980
58,345
58,649
58,12
58,444
58,105
58,882
58,284
58,783
58,806
58,197
58,155
58,413
58,66
58,557
58,238
58,97
58,706
58,658
58,841
58,683
58,357
58,94
58,182
58,131
58,266
58,415
58,406
58,744
58,370
58,984
58,345
58,772
58,709
58,141
58,838
58,188
58,426
58,731
58,729
58,433
58,901
58,836
58,97
58,542
58,898
58,362
58,828
58,375
58,483
59,362
59,142
59,686
59,862
59,796
59,616
59,209
59,425
59,825
59,917
59,391
59,107
59,185
59,189
59,604
59,107
59,616
59,242
59,498
59,279
59,110
59,305
59,538
59,110
59,684
59,251
59,446
59,850
59,71
59,181
59,646
59,463
59,658
59,708
59,563
59,483
59,474
59,314
59,925
59,640
59,316
59,391
59,215
59,665
59,546
59,282
59,241
59,756
59,701
59,895
59,167
59,43
59,789
59,82
59,918
59,945
59,776
59,141
59,485
59,555
59,895
59,389
59,52
59,770
60,939
60,448
60,264
60,921
60,473
60,988
60,182
60,489
60,143
60,598
60,197
60,784
60,80
60,842
60,11
60,354
60,31
60,340
60,181
60,301
60,382
60,169
60,378
60,490
60,40
60,326
60,53
60,22
60,999
60,911
61,975
61,994
61,646
61,320
61,875
61,373
61,919
61,915
61,780
61,204
61,483
61,864
61,347
61,935
61,576
61,662
61,726
61,732
61,344
61,654
61,409
61,76
61,905
62,837
62,584
62,912
62,734
62,293
62,598
62,463
62,568
62,244
62,753
62,489
62,928
62,19
62,671
62,414
62,58
62,517
62,111
62,943
62,966
62,11
62,335
62,604
62,434
62,89
62,416
62,673
62,833
62,201
62,272
62,645
62,179
62,906
62,739
62,204
62,780
62,91
62,366
62,878
62,982
62,686
62,14
62,554
62,643
62,857
62,865
62,955
62,616
62,255
62,581
62,380
62,52
62,233
62,578
62,352
62,596
62,454
62,465
62,640
62,774
62,908
62,372
62,413
62,352
62,32
62,541
62,51
62,517
62,272
62,311
62,708
62,177
62,688
63,295
63,937
63,861
63,707
63,400
63,456
63,690
63,855
63,991
63,657
63,144
63,655
63,858
63,577
63,476
63,151
63,466
63,235
63,18
63,876
63,773
63,150
63,946
63,245
63,76
63,930
63,47
63,357
63,449
63,521
63,244
63,25
63,572
63,675
63,593
63,700
63,292
63,15
63,913
63,378
63,775
63,551
63,283
63,13
63,579
63,120
63,941
63,216
63,626
63,376
63,303
63,254
63,390
63,187
63,24
63,901
63,187
63,504
63,775
64,770
64,974
64,206
64,892
64,423
64,939
64,226
64,950
64,290
64,372
64,223
64,175
64,142
64,690
64,408
64,17
64,412
64,99
64,526
64,305
64,727
64,591
64,127
64,752
64,162
64,789
64,351
64,690
64,510
64,538
64,775
64,538
64,633
64,43
64,677
64,331
64,990
64,989
64,259
64,877
64,259
64,233
64,573
64,33
64,750
64,936
64,469
64,806
64,634
64,116
64,31
64,585
64,469
64,595
64,13
64,314
64,862
64,948
64,401
64,585
64,15
64,228
64,399
64,523
64,516
64,890
64,863
64,749
64,328
64,903
64,477
64,625
64,756
64,309
64,249
64,341
64,935
64,257
64,958
64,118
64,246
64,252
64,818
64,940
64,964
64,806
64,61
64,390
64,190
64,83
64,297
65,923
65,467
65,206
65,429
65,888
65,948
65,422
65,311
66,844
66,391
66,976
66,449
66,742
66,236
66,243
66,312
66,525
66,46
66,722
66,573
66,704
67,201
67,640
67,119
67,95
67,149
67,177
67,225
67,751
67,45
67,346
67,176
67,360
67,852
67,846
67,427
67,228
67,500
67,791
67,304
67,707
67,135
68,212
68,23
68,370
68,28
68,743
68,261
68,157
68,754
68,291
68,543
68,600
68,390
68,112
68,314
68,675
68,386
68,245
68,605
68,598
68,453
68,76
68,917
68,966
68,24
68,556
68,376
68,576
68,626
68,459
68,10
68,924
68,977
68,243
68,802
68,872
68,241
68,585
69,351
69,472
69,247
69,931
69,183
